"País","2018_pbi","2019_pbi","2018_infl","2019_infl","2018_med","2019_med"
"Corea, República de",0.471115116962764,-0.933286881130314,2.17808658926315,1.8309655291738,NA,NA
"Corea, República Popular Democrática de",NA,NA,NA,NA,NA,NA
"Costa Rica",2.54095145370013,1.72015479405513,1.64419088626954,1.11066212228677,2.8939,NA
"Côte d'Ivoire",0.228196311484382,0.545638096836655,4.10222634301955,4.16273838911492,NA,NA
"Croacia",1.77118185114836,1.49486558428487,3.6163642431529,3.45088515630059,NA,NA
"Cuba",1.00407709893717,NA,2.2585896849249,NA,8.4218,NA
"Curacao",2.58462453388601,NA,-1.93654596608613,NA,NA,NA
"Dinamarca",0.845682604608839,0.974203782417078,1.88489021571982,1.92748148869582,NA,NA
"Djibouti",1.00663283686646,2.49633957467101,6.73189536153372,5.85422340795161,NA,NA
"Dominica",3.62737965137698,2.39479548138731,2.02613137595806,5.39440025125393,NA,NA
"Ecuador",1.81887357109558,-0.171087541220501,-0.483387784029688,-1.61236867338619,NA,NA
"Egipto, República Árabe de",21.4262259194396,13.6268374096209,3.19443129839827,3.49204260671748,0.4521,NA
"El mundo árabe",7.881561144306,0.728386345671915,0.170654444603485,-0.437826240851166,NA,NA
"El Salvador",2.0751836888099,1.05846247061214,1.91053750875901,1.86186467319015,NA,NA
"Emiratos Árabes Unidos",8.20653728779584,-1.89992766012973,-0.320549385279065,0.225275018852898,2.5278,NA
"Eritrea",NA,NA,NA,NA,NA,NA
"Eslovenia",2.22858811825321,2.41930379687724,3.74138502997641,1.75354452390444,NA,NA
"España",1.09310637486971,1.57794605884672,1.90370838533138,1.37466410895202,NA,NA
"Estados pequeos de las Islas del Pacfico",3.45660276208967,2.38591376532678,1.14040373203113,0.336742541829025,NA,NA
"Estados pequeos del Caribe",2.16464421557525,1.90311041640115,0.71973967894246,0.297147185026219,NA,NA
"Estados Unidos",2.3596919352368,1.74365244893384,2.39109654413916,1.84971143536747,NA,NA
"Estonia",4.5287975063782,3.2131877701873,4.39718239266693,3.97168133790838,4.4833,NA
"Eswatini",2.79112489514944,1.77670548933339,1.32064533987737,0.95311155223294,NA,NA
"Etiopía",12.3822948123876,13.1763117281869,4.05389404381921,5.52389296613252,0.0769,NA
"Europa Central y del Báltico",3.31977875575407,2.95338814062028,4.62185455108197,3.85065047346143,NA,NA
"Europa y Asia central",2.22858811825321,2.36672392670849,1.79649674948874,1.15013565943944,NA,NA
"Europa y Asia central (BIRF y la AIF)",3.64355051878529,3.36688331023571,2.86769914931952,1.74960070201591,NA,NA
"Europa y Asia central (excluido altos ingresos)",3.82791927401376,3.784178916244,2.37298661772485,1.18616388456223,NA,NA
"Federación de Rusia",11.1040226765653,3.784178916244,2.5445897629142,1.41073128207101,NA,NA
"Fiji",0.893112340744807,2.38591376532678,2.82031933685809,0.328525707320722,NA,NA
"Filipinas",3.74065382988688,0.76363864750104,4.86713156620144,4.60400708176319,NA,NA
"Finlandia",1.78724593225657,1.76775907786227,1.49536765647009,0.891979688843918,NA,NA
"Frágiles y situaciones de conflicto afectados",4.19033543534762,2.40538808579095,0.0532699643087824,-0.0459053287342925,NA,NA
"Francia",0.951860489887494,1.2272175643766,1.63852670152079,1.36634401665445,3.2672,NA
"Gabón",7.14685932251797,0.785737790695663,-1.75503918821659,0.857346403858443,NA,NA
"Gambia",5.20261483114773,6.42240508605687,3.45318886171901,2.92356681292554,NA,NA
"Georgia",4.33422522782958,6.63614067785115,4.91088036824362,5.31109072468293,7.1201,NA
"Ghana",10.2102029177803,9.18879396661774,3.95866714679696,4.20043667238612,NA,NA
"Gibraltar",NA,NA,NA,NA,NA,NA
"Granada",-0.307534605621314,1.90311041640115,3.59920846074021,2.62082741636429,NA,NA
"Grecia",0.549763603926422,-0.378844232381908,2.14138550253047,2.02829137125097,NA,NA
"Groenlandia",0.0263910509948744,NA,3.49254826083913,NA,NA,NA
"Guam",1.45153429454952,NA,-1.16298305304063,NA,NA,NA
"Guatemala",1.22859662060773,3.41228740897878,1.57621700497243,2.23817612716715,0.3549,NA
"Guinea",10.2764134263479,7.46936855388427,3.21509688980272,2.62632678405912,NA,NA
"Guinea Ecuatorial",11.1733402242711,-7.22983939093764,-9.71677536516935,-8.84997542903925,NA,NA
"Guinea-Bissau",-0.424897293140319,-7.40927006356361,1.24347415339238,2.06187324115223,NA,NA
"Guyana",5.41875431794124,5.80636236166978,3.59447101901753,4.19271970835153,0.8023,NA
"Haití",12.7899934124778,14.241970301259,0.199179706745653,-2.16537840080001,0.2343,NA
"Honduras",1.90807980253712,4.33846194257599,1.98232777609925,0.982330294647582,NA,NA
"Hong Kong, Región Administrativa Especial",3.64275572439834,2.38195470761637,2.04292437544262,-1.93060410753957,NA,NA
"Hungría",4.52869119976292,4.51840719453907,5.22733255137207,4.98809653541682,3.4075,NA
"India",4.55554436261933,2.31089945129932,5.02447333113413,3.963162536608,0.8571,NA
"Indonesia",3.81974052399639,1.6045359259943,3.98405714717092,3.87516568673441,0.4269,NA
"Ingreso alto",2.12765981480346,1.74365244893384,1.7433253565157,1.24121575277142,NA,NA
"Ingreso mediano",3.54360207959297,2.40892525224156,3.53503619806554,2.88365678282079,NA,NA
"Ingreso mediano alto",3.54360207959297,2.15215210058652,3.77526312695242,3.17604059825291,NA,NA
"Ingreso mediano y bajo",3.59085223907475,2.41090266427466,3.36229121332003,2.71686518860317,NA,NA
"inicial del dividendo demográfico",3.81974052399639,2.31089945129932,2.65923351227909,1.50518850101528,NA,NA
"Irán, República Islámica del",NA,NA,NA,NA,1.5844,NA
"Iraq",15.3606380188031,-0.000874891930564559,-2.84249272447309,2.07390219030114,0.7079,NA
"Irlanda",0.818947196760206,1.5185523206227,6.83804780403608,3.96638512430482,3.3125,NA
"Isla de Man",NA,NA,NA,NA,NA,NA
"Isla de San Martín (parte francesa)",NA,NA,NA,NA,NA,NA
"Islandia",2.62444781818934,4.39126825172838,1.07102454950866,-0.504942726891898,4.0778,NA
"Islas Caimán",3.29853940314666,NA,2.00100326494163,NA,NA,NA
"Islas del Canal",NA,NA,NA,NA,NA,NA
"Islas Feroe",NA,NA,NA,NA,NA,NA
"Islas Marshall",0.308521336648298,NA,2.99498220807803,NA,NA,NA
"Islas Salomón",3.45660276208967,2.19459304400277,1.17903637149928,0.0929942594971607,NA,NA
"Islas Turcas y Caicos",0.882674270959669,NA,3.74471268028005,NA,NA,NA
"Islas Vírgenes (EE.UU.)",NA,NA,NA,NA,NA,NA
"Islas Vírgenes Británicas",NA,NA,NA,NA,NA,NA
"Israel",1.15142608017476,2.24799045959769,1.47961747988643,1.56461292657069,4.6249,NA
"Italia",0.897785763353639,0.913085572587022,0.989882105751775,0.50812853467221,3.9774,NA
"Jamaica",4.84687622078744,7.59148957433757,1.45452492809596,0.241496310220327,NA,NA
"Japón",-0.0979218330334817,0.591509481424552,0.526738907751749,0.864738282536948,NA,NA
"Jordania",1.76506156195033,1.55014740367814,0.129635568275077,0.528992662022816,NA,NA
"Kazajstán",9.20560599056166,6.74134525640899,2.74027498197631,3.15984198122983,NA,NA
"Kenya",2.42247069712491,3.96105533785823,3.89485265240693,2.99893048296214,0.1565,NA
"Kirguistán",3.44744513413195,-0.841309432540726,1.7132090986445,2.3366844744131,NA,NA
"Kiribati",5.32122446615581,3.99966780315053,0.821475475201055,0.718080749798673,NA,NA
"Kosovo",1.0132714987918,1.04057693432978,3.46426876732104,4.33637211223734,NA,NA
"Kuwait",14.5902471461894,-4.07161270371751,-0.741130963542489,-1.25290739062133,NA,NA
"Lesotho",6.85393009285018,2.735323487616,-1.24220183743968,0.697479633848545,NA,NA
"Letonia",3.97185213383612,2.63195599893858,5.10052185430818,2.96601070085023,NA,NA
"Líbano",5.45761428937841,2.89999999990076,-2.45697312280303,-5.7306014602693,2.1038,NA
"Liberia",-1.8529281095025,-3.73459233161415,-1.22975996453044,-4.62158849206382,NA,NA
"Libia",18.123645213763,-1.10362562372156,13.4460700068869,1.03992403176684,NA,NA
"Liechtenstein",NA,NA,NA,NA,NA,NA
"Lituania",3.31977875575407,2.95338814062028,4.63845827413193,4.4785811308836,6.3528,NA
"Luxemburgo",2.51183599840827,3.39209310774891,1.14105379601197,0.325616690529912,NA,NA
"Macedonia del Norte",3.64355051878529,2.36672392670849,2.67270630281698,3.52568353038801,NA,NA
"Madagascar",7.58254319797314,5.27739017657609,1.81023889935288,2.05290652806265,NA,NA
"Malasia",0.71190565562911,0.0792586415050494,3.3345011012496,2.9548393838154,NA,NA
"Malawi",6.66924073842601,8.16598115582453,0.48002700393404,1.64956232636683,0.0358,NA
"Maldivas",5.26504020311766,2.15215210058652,2.88973083684236,2.19260452980794,4.5627,NA
"Malí",2.08703872925946,2.39987350730723,1.54965784177431,1.93902724218893,0.1286,NA
"Malta",2.11847905197573,2.32413085095367,3.631532173756,0.641326286211054,NA,NA
"Mariana",2.7909385902104,NA,-20.0601037855457,NA,NA,NA
"Marruecos",1.0660233458723,0.840000000000018,1.68827508535729,1.03639557284593,NA,NA
"Mauricio",1.44598261781033,0.94128954752675,3.70333531398892,3.51740494356467,2.5331,NA
"Mauritania",1.80833187829799,4.58277585374933,-0.684871982415757,3.06609884049034,0.1865,NA
"México",4.96688092532254,3.33298841014309,0.991932458168463,-1.22945029760103,NA,NA
"mezcla de la AIF",2.42247069712491,2.38591376532678,1.26059044846029,-0.00580606703753972,NA,NA
"Micronesia (Estados Federados de)",9.38634001227707,NA,-0.83903854211178,NA,NA,NA
"Miembros OCDE",1.89461830647863,2.24799045959769,1.61877334665859,1.11141829460001,NA,NA
"Mónaco",0.773590411568549,NA,5.30456590218964,NA,NA,NA
"Mongolia",8.41183491671578,8.31880980260173,5.33766339058026,3.30820787171284,NA,NA
"Montenegro",3.22610779577788,1.57132500533419,5.10254298166686,3.63579840405981,2.7557,NA
"Mozambique",2.12405394187584,2.96187293589671,0.458309215545086,-0.705129546125846,0.0838,NA
"Mundo",2.77360042047631,2.27525050781691,1.91758929190743,1.38534716505143,NA,NA
"Myanmar",6.26521865850498,7.64571987842683,6.10287433729985,2.24635567265847,0.677,NA
"Namibia",4.29891523035953,1.50207288366158,-1.17932334516826,-2.96811863603789,0.4182,NA
"Nauru",3.78843613293147,3.3125,7.53402039687903,0.977664732533185,NA,NA
"Nepal",6.70063545527202,6.16944546668768,4.95069677873525,5.04337221355567,0.7486,NA
"Nicaragua",3.59246623097648,4.6677381618245,-5.14914016579304,-5.05315805906093,0.9775,NA
"Níger",2.60930700797684,0.504264024448631,2.99730023923095,1.88900444138625,NA,NA
"Nigeria",10.2284850900327,10.3847791937551,-0.679719293893655,-0.37972244679122,0.3806,NA
"No clasificado",NA,NA,NA,NA,NA,NA
"Noruega",5.78159199736361,-0.623569770389182,0.623147013717045,0.474165156577328,2.9164,NA
"Nueva Caledonia",NA,NA,NA,NA,NA,NA
"Nueva Zelandia",0.172733095541915,2.30251055603613,2.75271247340048,0.591764568112467,3.5898,NA
"Omán",10.3423703651869,-3.37472583802592,-1.68277807762448,-2.43931510561035,2.0031,NA
"Oriente Medio y Norte de África",7.55658500081616,0.616772691343812,0.633762674220321,0.0713038562104344,NA,NA
"Oriente Medio y Norte de África (BIRF y la AIF)",7.01718466853175,1.55014740367814,NA,NA,NA,NA
"Oriente Medio y Norte de África (excluido altos ingresos)",6.47778433624735,1.55014740367814,NA,NA,NA,NA
"Otros Estados pequeos",2.70778635666939,1.67401524733379,0.11800547644026,-0.603528057829479,NA,NA
"Países Bajos",2.20778826560264,3.04522665955518,2.00009858507431,1.21591708038524,NA,NA
"Países de ingreso bajo",4.46458808385854,2.41090266427466,0.957991356867183,1.2222830317898,NA,NA
"Países de ingreso mediano bajo",3.52453449653308,3.23537176921343,3.68213555052887,2.89978926776431,NA,NA
"Países menos desarrollados: clasificación de las Naciones Unidas",3.77228959059034,3.06441470437283,2.00666630172172,2.014918967507,NA,NA
"Países pobres muy endeudados (PPME)",3.05626671196583,2.85603411987742,1.33590477274966,1.27816000875902,NA,NA
"Pakistán",2.45928609500187,8.62080281044209,3.68276203552507,-1.03979867523373,0.9801,NA
"Palau",-2.47597731387631,NA,1.14323308949167,NA,NA,NA
"Panamá",0.948617363108809,-0.425433549639493,1.95179809298511,1.31891833917265,NA,NA
"Papua Nueva Guinea",7.12025393321716,3.86892360033593,-2.69512876614476,3.58027486998105,0.0699,NA
"Paraguay",2.18674624208246,2.8667003275277,2.02947951100916,-1.28673598517732,1.3544,NA
"Pequeños Estados",2.70024070629712,2.17337257229465,0.307883330336466,-0.38629251250596,NA,NA
"Perú",2.01623291258031,1.55553057256259,2.20561703131051,0.512493735175681,NA,NA
"Polinesia Francesa",NA,NA,NA,NA,NA,NA
"Polonia",1.17943338717572,2.94958770422741,5.34923595322803,4.15765490056548,NA,NA
"Portugal",1.58612975001257,1.72119173698708,2.80170349737396,2.3077104852582,NA,NA
"posterior al dividendo demográfico",2.12765981480346,2.09224613765811,1.7673792535912,1.3044078510837,NA,NA
"previa al dividendo demográfico",2.51588885255087,2.40538808579095,-0.734614000391915,0.154285754400391,NA,NA
"Puerto Rico",2.38735999970949,2.74948178203218,-0.7206495772473,1.17689113771422,NA,NA
"Qatar",12.9503755884405,-3.95006042277778,-0.584669133443043,-1.95933103957839,2.4852,NA
"Región Administrativa Especial de Macao, China",3.53180581005222,2.58463876434227,3.93160838930109,-6.0215138189858,NA,NA
"Reino Unido",2.13684057763119,1.85689829401518,0.72852423953023,0.841074871356099,2.8117,NA
"República Árabe Siria",NA,NA,NA,NA,NA,NA
"República Centroafricana",-1.22411715845705,2.41090266427466,2.22474284797838,1.26014601439419,NA,NA
"República Checa",2.55525021636672,3.52367691780398,2.50268690428224,2.18352386767779,4.1208,NA
"República de Moldova",3.1800229925261,5.49133413801064,6.19432660826973,5.34085654109791,NA,NA
"República Democrática Popular Lao",1.91988919391754,2.42305502309581,4.61588222048861,3.07617991208946,NA,NA
"República Dominicana",4.12148968696981,2.49146227829794,5.83455956577403,3.9932141584159,NA,NA
"República Eslovaca",2.0397269598665,2.63317665343968,3.75293861144961,2.26147601969319,NA,NA
"Ribera Occidental y Gaza",-0.0919257869906431,NA,-1.61856449743397,NA,NA,NA
"Rumania",6.29911462409109,6.91580252716398,5.05226642463357,4.70328215889211,NA,NA
"Rwanda",-0.746564087376427,0.369892344101302,5.73667684413088,6.59085843404019,0.134,NA
"Saint Kitts y Nevis",-1.48836409356603,1.43416059060813,2.14671038436877,1.76342587625807,NA,NA
"Samoa",2.03854031838675,2.21039974676958,-2.55617104417378,2.96521809576844,NA,NA
"Samoa Americana",3.38892288861689,NA,2.47043521275813,NA,NA,NA
"San Marino",1.32487041306295,NA,0.831145020152803,NA,NA,NA
"San Vicente y las Granadinas",0.24544199075433,1.38894120689133,1.80809329953506,-0.00145588659657392,NA,NA
"Santa Lucía",0.683256054772841,0.992577344379853,2.11240872344067,1.22740135414693,NA,NA
"Santo Tomé y Príncipe",4.68929047222298,4.63112808701919,0.741510552496834,0.482046922832268,NA,NA
"Senegal",-0.487444709665809,1.6779730526806,3.46093526161526,2.4159365405914,NA,NA
"Serbia",2.12356741811402,2.46134335963394,4.96414998873551,4.75160128469263,NA,NA
"Seychelles",2.20703988326012,3.19515661678835,2.76813955939859,3.78250006242138,NA,NA
"Sierra Leona",13.4260267912915,3.87701907497961,1.25932772139537,3.31140501804367,NA,NA
"Singapur",3.08932962515523,0.0948660334753555,2.95339703994944,-0.412794667941512,NA,NA
"Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA
"Sólo AIF",3.58923824717301,2.90895352788706,2.84773479463199,2.69430554647138,NA,NA
"Sólo BIRF",3.69210217433609,2.25110137870803,3.75229430101778,3.08826072241905,NA,NA
"Somalia",NA,NA,NA,NA,NA,NA
"Sri Lanka",4.33820094071558,2.19130330611674,2.22901776687038,1.65952818775845,1.0041,NA
"Sudáfrica",3.91653962575576,4.02122070549441,-0.572080196712221,-1.17914333260929,NA,NA
"Sudán",23.9347802893319,17.8265277623047,-4.62984322829847,-4.85818348706569,NA,NA
"Sudán del Sur",NA,NA,NA,NA,NA,NA
"Suecia",2.39692033450507,2.75902370326924,0.772577449000039,0.110251761485713,NA,NA
"Suiza",0.230767974241402,0.395972011464593,1.99643916740311,0.216690540670456,NA,NA
"Suriname",4.62406308216212,16.0705560195483,1.63980471235105,-1.69018970102724,1.2101,NA
"Tailandia",1.46447905791358,0.74779637019941,3.82273796707413,2.08213796833299,0.805,NA
"Tanzanía",4.77746752534824,4.63044322429509,2.35283922112663,2.71989960453267,NA,NA
"Tayikistán",4.84119974862607,5.00043447173701,4.69946434079498,4.48344979009603,NA,NA
"Timor-Leste",-1.78475653559744,3.16695647284895,-2.71351956714597,1.40311935504396,0.7224,NA
"Togo",1.32842544443837,2.10143025655188,2.3752725065104,2.79421743983632,0.0774,NA
"Tonga",3.58923824717301,NA,-0.865346735208718,NA,NA,NA
"total de la AIF",3.45202394811081,2.735323487616,2.07512074340963,1.36954666312452,NA,NA
"Trinidad y Tobago",6.05661988687804,0.982418529542002,-0.660494390281343,-0.36903669962733,4.1675,NA
"Túnez",6.47778433624735,7.03449079116129,1.49480936027844,-0.0762341009688896,NA,NA
"Turkmenistán",1.20023552957302,NA,4.50761616187347,NA,NA,NA
"Turquía",16.4387463942893,13.9287957568496,1.30556428320997,-0.464571482736091,NA,NA
"Tuvalu",4.92406810860557,8.69395711500978,1.27085505735143,8.45553586911447,NA,NA
"Ucrania",15.3979947622403,8.12999433105119,3.93289796855672,3.82790195664884,NA,NA
"Uganda",4.08797641909101,0.618257526930677,2.27724053899796,2.78675696220358,NA,NA
"Unión Europea",1.78724593225657,2.32413085095367,1.99900444933697,1.35628669216644,NA,NA
"Uruguay",5.55504296826201,7.66791645741529,1.24731253455232,-0.13788919732049,NA,NA
"Uzbekistán",27.4703062659273,19.2336210987265,3.63067001451314,3.60039615002823,NA,NA
"Vanuatu",2.33203295959692,1.99929096945543,0.281038671952288,0.439048652042118,NA,NA
"Venezuela",NA,NA,NA,NA,NA,NA
"Viet Nam",3.39810502289512,1.78859860160965,6.01808839754494,5.99486601019265,NA,NA
"Yemen, Rep. del",46.8752331104562,NA,-1.59439452372281,NA,NA,NA
"Zambia",10.2409007457137,3.49858938925927,1.04819282575673,-1.19378253483622,1.1867,NA
"Zimbabwe",5.22022666745086,-4.03523487122301,3.36113794924368,-9.39546955217526,0.2096,NA
"Zona del Euro",1.70225038320027,1.76775907786227,1.71769603989023,1.05867767961783,NA,NA
